,Data e hora protocolo,Equipamento,Valor
1535,16/10/2023 13:39:11.159,JAI4,0
1534,16/10/2023 13:39:31.482,JAI4,1
1533,16/10/2023 13:39:53.821,JAI4,0
1532,16/10/2023 13:40:27.344,JAI4,1
1531,16/10/2023 13:40:39.529,JAI4,0
1530,16/10/2023 13:40:50.698,JAI4,1
1529,16/10/2023 13:41:07.960,JAI4,0
1528,16/10/2023 13:41:32.330,JAI4,1
1527,16/10/2023 13:41:55.699,JAI4,0
1526,16/10/2023 13:42:01.792,JAI4,1
1525,16/10/2023 13:42:22.099,JAI4,0
1524,16/10/2023 13:42:27.176,JAI4,1
1523,16/10/2023 13:42:31.238,JAI4,0
1522,16/10/2023 13:42:34.284,JAI4,1
1521,16/10/2023 13:42:44.454,JAI4,0
1520,16/10/2023 13:42:47.500,JAI4,1
1519,16/10/2023 13:43:03.746,JAI4,0
1518,16/10/2023 13:43:06.792,JAI4,1
1517,16/10/2023 13:43:10.854,JAI4,0
1516,16/10/2023 13:43:33.193,JAI4,1
1515,16/10/2023 13:43:44.362,JAI4,0
1514,16/10/2023 13:44:20.932,JAI4,1
1513,16/10/2023 13:44:32.101,JAI4,0
1512,16/10/2023 13:44:51.409,JAI4,1
1511,16/10/2023 13:44:59.532,JAI4,0
1510,16/10/2023 13:45:04.609,JAI4,1
1509,16/10/2023 13:45:49.287,JAI4,0
1508,16/10/2023 13:46:16.718,JAI4,1
1507,16/10/2023 13:46:38.041,JAI4,0
1506,16/10/2023 13:47:08.519,JAI4,1
1505,16/10/2023 13:47:19.688,JAI4,0
1504,16/10/2023 13:47:37.965,JAI4,1
1503,16/10/2023 13:47:52.180,JAI4,0
1502,16/10/2023 13:48:14.535,JAI4,1
1501,16/10/2023 13:48:22.658,JAI4,0
1500,16/10/2023 13:49:02.258,JAI4,1
1499,16/10/2023 13:49:24.613,JAI4,0
1498,16/10/2023 13:49:36.797,JAI4,1
1497,16/10/2023 13:49:57.105,JAI4,0
1496,16/10/2023 13:50:04.213,JAI4,1
1495,16/10/2023 13:50:10.305,JAI4,0
1494,16/10/2023 13:50:23.521,JAI4,1
1493,16/10/2023 13:51:47.814,JAI4,0
1492,16/10/2023 13:51:59.999,JAI4,1
1491,16/10/2023 13:52:37.584,JAI4,0
1490,16/10/2023 13:52:41.646,JAI4,1
1489,16/10/2023 13:53:07.031,JAI4,0
1488,16/10/2023 13:53:11.092,JAI4,1
1487,16/10/2023 13:53:25.308,JAI4,0
1486,16/10/2023 13:53:35.462,JAI4,1
1485,16/10/2023 13:54:27.262,JAI4,0
1484,16/10/2023 13:54:45.539,JAI4,1
1483,16/10/2023 13:55:08.909,JAI4,0
1482,16/10/2023 13:55:20.078,JAI4,1
1481,16/10/2023 13:55:23.125,JAI4,0
1480,16/10/2023 13:55:31.248,JAI4,1
1479,16/10/2023 13:55:42.417,JAI4,0
1478,16/10/2023 13:55:55.633,JAI4,1
1477,16/10/2023 13:56:10.864,JAI4,0
1476,16/10/2023 13:56:33.202,JAI4,1
1475,16/10/2023 13:56:37.264,JAI4,0
1474,16/10/2023 13:57:13.834,JAI4,1
1473,16/10/2023 13:57:47.342,JAI4,0
1472,16/10/2023 13:59:15.712,JAI4,1
1471,16/10/2023 13:59:33.989,JAI4,0
1470,16/10/2023 14:00:03.436,JAI4,1
1469,16/10/2023 14:00:12.574,JAI4,0
1468,16/10/2023 14:00:22.744,JAI4,1
1467,16/10/2023 14:00:49.144,JAI4,0
1466,16/10/2023 14:01:06.406,JAI4,1
1465,16/10/2023 14:01:22.652,JAI4,0
1464,16/10/2023 14:01:47.037,JAI4,1
1463,16/10/2023 14:01:55.160,JAI4,0
1462,16/10/2023 14:02:43.915,JAI4,1
1461,16/10/2023 14:02:47.976,JAI4,0
1460,16/10/2023 14:04:02.116,JAI4,1
1459,16/10/2023 14:05:05.086,JAI4,0
1458,16/10/2023 14:05:18.286,JAI4,1
1457,16/10/2023 14:05:49.779,JAI4,0
1456,16/10/2023 14:06:30.394,JAI4,1
1455,16/10/2023 14:06:58.841,JAI4,0
1454,16/10/2023 14:07:14.072,JAI4,1
1453,16/10/2023 14:07:33.364,JAI4,0
1452,16/10/2023 14:07:44.534,JAI4,1
1451,16/10/2023 14:08:19.073,JAI4,0
1450,16/10/2023 14:08:54.611,JAI4,1
1449,16/10/2023 14:09:30.166,JAI4,0
1448,16/10/2023 14:09:34.227,JAI4,1
1447,16/10/2023 14:10:07.735,JAI4,0
1446,16/10/2023 14:10:17.905,JAI4,1
1445,16/10/2023 14:11:21.890,JAI4,0
1444,16/10/2023 14:11:27.983,JAI4,1
1443,16/10/2023 14:11:33.060,JAI4,0
1442,16/10/2023 14:12:13.675,JAI4,1
1441,16/10/2023 14:12:20.783,JAI4,0
1440,16/10/2023 14:13:00.399,JAI4,1
1439,16/10/2023 14:13:08.522,JAI4,0
1438,16/10/2023 14:13:15.630,JAI4,1
1437,16/10/2023 14:14:04.385,JAI4,0
1436,16/10/2023 14:14:33.831,JAI4,1
1435,16/10/2023 14:14:48.062,JAI4,0
1434,16/10/2023 14:15:02.278,JAI4,1
1433,16/10/2023 14:15:42.909,JAI4,0
1432,16/10/2023 14:16:31.648,JAI4,1
1431,16/10/2023 14:16:42.817,JAI4,0
1430,16/10/2023 14:18:15.249,JAI4,1
1429,16/10/2023 14:18:22.357,JAI4,0
1428,16/10/2023 14:18:30.480,JAI4,1
1427,16/10/2023 14:18:45.711,JAI4,0
1426,16/10/2023 14:19:10.096,JAI4,1
1425,16/10/2023 14:19:19.235,JAI4,0
1424,16/10/2023 14:19:45.635,JAI4,1
1423,16/10/2023 14:19:56.804,JAI4,0
1422,16/10/2023 14:21:02.820,JAI4,1
1421,16/10/2023 14:21:06.882,JAI4,0
1420,16/10/2023 14:21:49.544,JAI4,1
1419,16/10/2023 14:21:54.621,JAI4,0
1418,16/10/2023 14:23:15.868,JAI4,1
1417,16/10/2023 14:23:30.099,JAI4,0
1416,16/10/2023 14:23:48.376,JAI4,1
1415,16/10/2023 14:23:59.546,JAI4,0
1414,16/10/2023 14:24:06.654,JAI4,1
1413,16/10/2023 14:24:13.761,JAI4,0
1412,16/10/2023 14:24:20.869,JAI4,1
1411,16/10/2023 14:24:32.054,JAI4,0
1410,16/10/2023 14:25:21.808,JAI4,1
1409,16/10/2023 14:26:17.671,JAI4,0
1408,16/10/2023 14:26:28.840,JAI4,1
1407,16/10/2023 14:26:35.948,JAI4,0
1406,16/10/2023 14:26:40.009,JAI4,1
1405,16/10/2023 14:27:29.779,JAI4,0
1404,16/10/2023 14:29:04.242,JAI4,1
1403,16/10/2023 14:29:15.411,JAI4,0
1402,16/10/2023 14:29:29.627,JAI4,1
1401,16/10/2023 14:29:32.673,JAI4,0
1400,16/10/2023 14:30:16.351,JAI4,1
1399,16/10/2023 14:30:39.705,JAI4,0
1398,16/10/2023 14:31:23.382,JAI4,1
1397,16/10/2023 14:31:46.736,JAI4,0
1396,16/10/2023 14:32:13.136,JAI4,1
1395,16/10/2023 14:32:18.229,JAI4,0
1392,17/10/2023 07:44:30.436,JAI4,1
1391,17/10/2023 07:47:32.238,JAI4,0
1390,17/10/2023 07:47:36.300,JAI4,1
1389,17/10/2023 07:52:02.395,JAI4,0
1388,17/10/2023 07:52:05.442,JAI4,1
1387,17/10/2023 07:53:20.596,JAI4,0
1386,17/10/2023 07:53:23.642,JAI4,1
1385,17/10/2023 07:53:42.935,JAI4,0
1384,17/10/2023 07:53:53.089,JAI4,1
1383,17/10/2023 07:54:12.397,JAI4,0
1382,17/10/2023 07:54:15.443,JAI4,1
1381,17/10/2023 07:54:36.766,JAI4,0
1380,17/10/2023 07:54:48.951,JAI4,1
1379,17/10/2023 07:55:26.536,JAI4,0
1378,17/10/2023 07:55:39.736,JAI4,1
1377,17/10/2023 07:55:55.983,JAI4,0
1376,17/10/2023 07:56:43.722,JAI4,1
1375,17/10/2023 07:57:03.014,JAI4,0
1374,17/10/2023 07:57:21.307,JAI4,1
1373,17/10/2023 07:57:24.353,JAI4,0
1372,17/10/2023 07:57:49.738,JAI4,1
1371,17/10/2023 07:57:57.861,JAI4,0
1370,17/10/2023 07:58:07.000,JAI4,1
1369,17/10/2023 07:58:23.262,JAI4,0
1368,17/10/2023 07:58:30.369,JAI4,1
1367,17/10/2023 07:58:33.416,JAI4,0
1366,17/10/2023 08:02:23.957,JAI4,1
1365,17/10/2023 08:05:14.590,JAI4,0
1364,17/10/2023 08:05:39.975,JAI4,1
1363,17/10/2023 08:05:51.144,JAI4,0
1362,17/10/2023 08:06:56.145,JAI4,1
1361,17/10/2023 08:08:23.500,JAI4,0
1360,17/10/2023 08:08:41.777,JAI4,1
1359,17/10/2023 08:09:07.162,JAI4,0
1358,17/10/2023 08:09:10.208,JAI4,1
1357,17/10/2023 08:09:20.362,JAI4,0
1356,17/10/2023 08:09:31.547,JAI4,1
1355,17/10/2023 08:10:07.086,JAI4,0
1354,17/10/2023 08:10:29.440,JAI4,1
1353,17/10/2023 08:10:36.548,JAI4,0
1352,17/10/2023 08:11:05.994,JAI4,1
1351,17/10/2023 08:11:30.364,JAI4,0
1350,17/10/2023 08:11:34.441,JAI4,1
1349,17/10/2023 08:11:37.487,JAI4,0
1348,17/10/2023 08:11:41.549,JAI4,1
1347,17/10/2023 08:11:57.795,JAI4,0
1346,17/10/2023 08:13:40.365,JAI4,1
1345,17/10/2023 08:16:22.875,JAI4,0
1344,17/10/2023 08:16:50.291,JAI4,1
1343,17/10/2023 08:16:56.383,JAI4,0
1342,17/10/2023 08:17:00.445,JAI4,1
1341,17/10/2023 08:17:10.614,JAI4,0
1340,17/10/2023 08:17:14.676,JAI4,1
1339,17/10/2023 08:17:47.168,JAI4,0
1338,17/10/2023 08:17:56.307,JAI4,1
1337,17/10/2023 08:18:14.600,JAI4,0
1336,17/10/2023 08:18:39.985,JAI4,1
1335,17/10/2023 08:18:43.031,JAI4,0
1334,17/10/2023 08:18:55.215,JAI4,1
1333,17/10/2023 08:19:30.770,JAI4,0
1332,17/10/2023 08:20:08.339,JAI4,1
1331,17/10/2023 08:20:16.463,JAI4,0
1330,17/10/2023 08:20:26.632,JAI4,1
1329,17/10/2023 08:20:57.094,JAI4,0
1328,17/10/2023 08:21:04.202,JAI4,1
1327,17/10/2023 08:21:18.417,JAI4,0
1326,17/10/2023 08:21:22.479,JAI4,1
1325,17/10/2023 08:21:29.602,JAI4,0
1324,17/10/2023 08:21:33.664,JAI4,1
1323,17/10/2023 08:21:49.910,JAI4,0
1322,17/10/2023 08:21:57.018,JAI4,1
1321,17/10/2023 08:22:36.634,JAI4,0
1320,17/10/2023 08:22:47.803,JAI4,1
1319,17/10/2023 08:23:24.357,JAI4,0
1318,17/10/2023 08:23:27.403,JAI4,1
1317,17/10/2023 08:24:13.112,JAI4,0
1316,17/10/2023 08:24:25.297,JAI4,1
1315,17/10/2023 08:25:04.912,JAI4,0
1314,17/10/2023 08:25:19.128,JAI4,1
1313,17/10/2023 08:25:49.590,JAI4,0
1312,17/10/2023 08:26:03.821,JAI4,1
1311,17/10/2023 08:26:30.221,JAI4,0
1310,17/10/2023 08:27:06.791,JAI4,1
1309,17/10/2023 08:27:16.945,JAI4,0
1308,17/10/2023 08:27:33.191,JAI4,1
1307,17/10/2023 08:27:59.591,JAI4,0
1306,17/10/2023 08:28:03.653,JAI4,1
1305,17/10/2023 08:28:17.869,JAI4,0
1304,17/10/2023 08:28:27.007,JAI4,1
1303,17/10/2023 08:28:47.315,JAI4,0
1302,17/10/2023 08:29:19.823,JAI4,1
1301,17/10/2023 08:29:41.146,JAI4,0
1300,17/10/2023 08:29:59.424,JAI4,1
1299,17/10/2023 08:30:22.793,JAI4,0
1298,17/10/2023 08:30:53.255,JAI4,1
1297,17/10/2023 08:31:06.455,JAI4,0
1296,17/10/2023 08:31:22.701,JAI4,1
1295,17/10/2023 08:31:48.102,JAI4,0
1294,17/10/2023 08:32:18.564,JAI4,1
1293,17/10/2023 08:32:43.964,JAI4,0
1292,17/10/2023 08:32:52.087,JAI4,1
1291,17/10/2023 08:33:23.565,JAI4,0
1290,17/10/2023 08:33:35.749,JAI4,1
1289,17/10/2023 08:34:05.211,JAI4,0
1288,17/10/2023 08:34:08.257,JAI4,1
1287,17/10/2023 08:34:44.827,JAI4,0
1286,17/10/2023 08:34:57.012,JAI4,1
1285,17/10/2023 08:35:05.135,JAI4,0
1284,17/10/2023 08:35:14.274,JAI4,1
1283,17/10/2023 08:36:42.629,JAI4,0
1282,17/10/2023 08:37:10.060,JAI4,1
1281,17/10/2023 08:37:29.352,JAI4,0
1280,17/10/2023 08:37:45.599,JAI4,1
1279,17/10/2023 08:38:02.876,JAI4,0
1278,17/10/2023 08:38:19.122,JAI4,1
1277,17/10/2023 08:38:42.476,JAI4,0
1276,17/10/2023 08:38:48.569,JAI4,1
1275,17/10/2023 08:38:54.661,JAI4,0
1274,17/10/2023 08:38:57.707,JAI4,1
1273,17/10/2023 08:39:26.154,JAI4,0
1272,17/10/2023 08:39:41.385,JAI4,1
1271,17/10/2023 08:40:23.031,JAI4,0
1270,17/10/2023 08:40:34.201,JAI4,1
1269,17/10/2023 08:41:20.925,JAI4,0
1268,17/10/2023 08:41:40.217,JAI4,1
1267,17/10/2023 08:42:09.663,JAI4,0
1266,17/10/2023 08:42:24.894,JAI4,1
1265,17/10/2023 08:42:38.110,JAI4,0
1264,17/10/2023 08:42:42.172,JAI4,1
1263,17/10/2023 08:42:47.249,JAI4,0
1262,17/10/2023 08:43:05.526,JAI4,1
1261,17/10/2023 08:43:16.695,JAI4,0
1260,17/10/2023 08:44:23.727,JAI4,1
1259,17/10/2023 08:44:36.927,JAI4,0
1258,17/10/2023 08:44:57.250,JAI4,1
1257,17/10/2023 08:45:09.435,JAI4,0
1256,17/10/2023 08:45:35.835,JAI4,1
1255,17/10/2023 08:45:39.897,JAI4,0
1254,17/10/2023 08:45:48.036,JAI4,1
1253,17/10/2023 08:45:54.128,JAI4,0
1252,17/10/2023 08:46:06.313,JAI4,1
1251,17/10/2023 08:46:21.544,JAI4,0
1250,17/10/2023 08:46:38.805,JAI4,1
1249,17/10/2023 08:46:58.113,JAI4,0
1248,17/10/2023 08:47:08.267,JAI4,1
1247,17/10/2023 08:47:32.637,JAI4,0
1246,17/10/2023 08:47:53.960,JAI4,1
1245,17/10/2023 08:48:04.130,JAI4,0
1244,17/10/2023 08:48:36.622,JAI4,1
1243,17/10/2023 08:48:58.961,JAI4,0
1242,17/10/2023 08:49:22.330,JAI4,1
1241,17/10/2023 08:49:32.484,JAI4,0
1240,17/10/2023 08:49:43.654,JAI4,1
1239,17/10/2023 08:49:47.715,JAI4,0
1238,17/10/2023 08:49:54.823,JAI4,1
1237,17/10/2023 08:49:58.885,JAI4,0
1236,17/10/2023 08:50:11.085,JAI4,1
1235,17/10/2023 08:50:18.193,JAI4,0
1234,17/10/2023 08:50:24.285,JAI4,1
1233,17/10/2023 08:50:39.516,JAI4,0
1232,17/10/2023 08:50:43.578,JAI4,1
1231,17/10/2023 08:50:50.685,JAI4,0
1230,17/10/2023 08:51:01.855,JAI4,1
1229,17/10/2023 08:52:05.840,JAI4,0
1228,17/10/2023 08:52:35.302,JAI4,1
1227,17/10/2023 08:53:01.702,JAI4,0
1226,17/10/2023 08:53:17.949,JAI4,1
1225,17/10/2023 08:53:33.195,JAI4,0
1224,17/10/2023 08:53:52.488,JAI4,1
1223,17/10/2023 08:54:20.919,JAI4,0
1222,17/10/2023 08:54:39.211,JAI4,1
1221,17/10/2023 08:55:06.627,JAI4,0
1220,17/10/2023 08:55:43.197,JAI4,1
1219,17/10/2023 08:56:15.689,JAI4,0
1218,17/10/2023 08:56:19.751,JAI4,1
1217,17/10/2023 08:56:50.228,JAI4,0
1216,17/10/2023 08:57:31.860,JAI4,1
1215,17/10/2023 08:57:37.952,JAI4,0
1214,17/10/2023 08:58:01.322,JAI4,1
1213,17/10/2023 08:58:25.691,JAI4,0
1212,17/10/2023 08:59:39.830,JAI4,1
1211,17/10/2023 09:00:13.354,JAI4,0
1210,17/10/2023 09:00:17.416,JAI4,1
1209,17/10/2023 09:00:31.631,JAI4,0
1208,17/10/2023 09:00:57.016,JAI4,1
1207,17/10/2023 09:01:26.478,JAI4,0
1206,17/10/2023 09:01:39.678,JAI4,1
1205,17/10/2023 09:02:05.063,JAI4,0
1204,17/10/2023 09:02:11.155,JAI4,1
1203,17/10/2023 09:02:20.309,JAI4,0
1202,17/10/2023 09:02:25.386,JAI4,1
1201,17/10/2023 09:02:33.510,JAI4,0
1200,17/10/2023 09:02:42.648,JAI4,1
1199,17/10/2023 09:02:49.756,JAI4,0
1198,17/10/2023 09:02:59.910,JAI4,1
1197,17/10/2023 09:03:19.202,JAI4,0
1196,17/10/2023 09:03:25.310,JAI4,1
1195,17/10/2023 09:04:31.326,JAI4,0
1194,17/10/2023 09:04:40.465,JAI4,1
1193,17/10/2023 09:04:44.527,JAI4,0
1192,17/10/2023 09:04:51.634,JAI4,1
1191,17/10/2023 09:04:55.696,JAI4,0
1190,17/10/2023 09:05:02.804,JAI4,1
1189,17/10/2023 09:05:23.112,JAI4,0
1188,17/10/2023 09:05:31.235,JAI4,1
1187,17/10/2023 09:05:58.666,JAI4,0
1186,17/10/2023 09:06:12.881,JAI4,1
1185,17/10/2023 09:06:28.112,JAI4,0
1184,17/10/2023 09:06:42.344,JAI4,1
1183,17/10/2023 09:06:49.451,JAI4,0
1182,17/10/2023 09:06:56.559,JAI4,1
1181,17/10/2023 09:07:03.667,JAI4,0
1180,17/10/2023 09:07:07.728,JAI4,1
1179,17/10/2023 09:07:13.821,JAI4,0
1178,17/10/2023 09:07:17.882,JAI4,1
1177,17/10/2023 09:07:21.944,JAI4,0
1176,17/10/2023 09:07:29.052,JAI4,1
1175,17/10/2023 09:07:38.190,JAI4,0
1174,17/10/2023 09:07:51.406,JAI4,1
1173,17/10/2023 09:08:13.745,JAI4,0
1172,17/10/2023 09:08:32.022,JAI4,1
1171,17/10/2023 09:08:36.083,JAI4,0
1170,17/10/2023 09:08:52.330,JAI4,1
1169,17/10/2023 09:08:55.391,JAI4,0
1168,17/10/2023 09:09:21.792,JAI4,1
1167,17/10/2023 09:09:43.115,JAI4,0
1166,17/10/2023 09:09:58.346,JAI4,1
1165,17/10/2023 09:10:26.792,JAI4,0
1164,17/10/2023 09:11:14.532,JAI4,1
1163,17/10/2023 09:11:40.932,JAI4,0
1162,17/10/2023 09:11:52.101,JAI4,1
1161,17/10/2023 09:12:11.409,JAI4,0
1160,17/10/2023 09:12:22.579,JAI4,1
1159,17/10/2023 09:13:03.194,JAI4,0
1158,17/10/2023 09:13:13.348,JAI4,1
1157,17/10/2023 09:13:25.549,JAI4,0
1156,17/10/2023 09:13:28.595,JAI4,1
1155,17/10/2023 09:14:14.287,JAI4,0
1154,17/10/2023 09:14:19.364,JAI4,1
1153,17/10/2023 09:15:19.288,JAI4,0
1152,17/10/2023 09:15:23.350,JAI4,1
1151,17/10/2023 09:16:04.997,JAI4,0
1150,17/10/2023 09:17:15.074,JAI4,1
1149,17/10/2023 09:17:24.213,JAI4,0
1148,17/10/2023 09:17:39.444,JAI4,1
1147,17/10/2023 09:17:46.567,JAI4,0
1146,17/10/2023 09:17:59.767,JAI4,1
1145,17/10/2023 09:18:16.014,JAI4,0
1144,17/10/2023 09:18:21.091,JAI4,1
1143,17/10/2023 09:18:35.306,JAI4,0
1142,17/10/2023 09:18:47.491,JAI4,1
1141,17/10/2023 09:18:50.553,JAI4,0
1140,17/10/2023 09:19:08.830,JAI4,1
1139,17/10/2023 09:19:11.876,JAI4,0
1138,17/10/2023 09:19:41.322,JAI4,1
1137,17/10/2023 09:20:10.784,JAI4,0
1136,17/10/2023 09:20:48.354,JAI4,1
1135,17/10/2023 09:21:33.047,JAI4,0
1134,17/10/2023 09:21:51.324,JAI4,1
1133,17/10/2023 09:22:29.925,JAI4,0
1132,17/10/2023 09:22:41.094,JAI4,1
1131,17/10/2023 09:23:17.664,JAI4,0
1130,17/10/2023 09:23:20.710,JAI4,1
1129,17/10/2023 09:23:32.895,JAI4,0
1128,17/10/2023 09:23:35.941,JAI4,1
1127,17/10/2023 09:23:56.249,JAI4,0
1126,17/10/2023 09:24:15.541,JAI4,1
1125,17/10/2023 09:24:19.618,JAI4,0
1124,17/10/2023 09:24:37.895,JAI4,1
1123,17/10/2023 09:24:49.065,JAI4,0
1122,17/10/2023 09:25:03.280,JAI4,1
1121,17/10/2023 09:25:08.357,JAI4,0
1120,17/10/2023 09:25:15.465,JAI4,1
1119,17/10/2023 09:25:41.881,JAI4,0
1118,17/10/2023 09:25:47.973,JAI4,1
1117,17/10/2023 09:26:33.681,JAI4,0
1116,17/10/2023 09:27:00.082,JAI4,1
1115,17/10/2023 09:27:09.220,JAI4,0
1114,17/10/2023 09:27:29.528,JAI4,1
1113,17/10/2023 09:27:51.882,JAI4,0
1112,17/10/2023 09:28:05.083,JAI4,1
1111,17/10/2023 09:28:31.483,JAI4,0
1110,17/10/2023 09:28:50.791,JAI4,1
1109,17/10/2023 09:29:05.006,JAI4,0
1108,17/10/2023 09:29:19.222,JAI4,1
1107,17/10/2023 09:29:23.283,JAI4,0
1106,17/10/2023 09:29:27.345,JAI4,1
1105,17/10/2023 09:29:31.407,JAI4,0
1104,17/10/2023 09:29:48.668,JAI4,1
1103,17/10/2023 09:30:10.007,JAI4,0
1102,17/10/2023 09:30:37.423,JAI4,1
1101,17/10/2023 09:30:47.577,JAI4,0
1100,17/10/2023 09:31:09.931,JAI4,1
1099,17/10/2023 09:31:12.977,JAI4,0
1098,17/10/2023 09:31:31.254,JAI4,1
1097,17/10/2023 09:32:42.347,JAI4,0
1096,17/10/2023 09:32:53.517,JAI4,1
1095,17/10/2023 09:33:05.702,JAI4,0
1094,17/10/2023 09:33:15.871,JAI4,1
1093,17/10/2023 09:33:18.917,JAI4,0
1092,17/10/2023 09:34:23.918,JAI4,1
1091,17/10/2023 09:35:06.565,JAI4,0
1090,17/10/2023 09:35:29.934,JAI4,1
1089,17/10/2023 09:35:45.165,JAI4,0
1088,17/10/2023 09:36:18.673,JAI4,1
1087,17/10/2023 09:36:38.997,JAI4,0
1086,17/10/2023 09:37:02.351,JAI4,1
1085,17/10/2023 09:37:10.474,JAI4,0
1084,17/10/2023 09:37:30.782,JAI4,1
1083,17/10/2023 09:37:38.920,JAI4,0
1082,17/10/2023 09:37:41.967,JAI4,1
1081,17/10/2023 09:38:15.475,JAI4,0
1080,17/10/2023 09:38:30.706,JAI4,1
1079,17/10/2023 09:39:00.168,JAI4,0
1078,17/10/2023 09:39:14.383,JAI4,1
1077,17/10/2023 09:39:52.984,JAI4,0
1076,17/10/2023 09:40:11.261,JAI4,1
1075,17/10/2023 09:41:23.369,JAI4,0
1074,17/10/2023 09:41:35.554,JAI4,1
1073,17/10/2023 09:41:43.677,JAI4,0
1072,17/10/2023 09:41:54.847,JAI4,1
1071,17/10/2023 09:42:09.078,JAI4,0
1070,17/10/2023 09:42:31.416,JAI4,1
1069,17/10/2023 09:42:38.524,JAI4,0
1068,17/10/2023 09:43:09.002,JAI4,1
1067,17/10/2023 09:43:36.417,JAI4,0
1066,17/10/2023 09:43:58.756,JAI4,1
1065,17/10/2023 09:44:09.941,JAI4,0
1064,17/10/2023 09:44:34.310,JAI4,1
1063,17/10/2023 09:45:06.803,JAI4,0
1062,17/10/2023 09:45:28.142,JAI4,1
1061,17/10/2023 09:45:43.373,JAI4,0
1060,17/10/2023 09:46:24.004,JAI4,1
1059,17/10/2023 09:47:34.082,JAI4,0
1058,17/10/2023 09:48:04.544,JAI4,1
1057,17/10/2023 09:48:18.759,JAI4,0
1056,17/10/2023 09:48:26.882,JAI4,1
1055,17/10/2023 09:48:52.283,JAI4,0
1054,17/10/2023 09:49:06.498,JAI4,1
1053,17/10/2023 09:49:13.606,JAI4,0
1052,17/10/2023 09:49:25.791,JAI4,1
1051,17/10/2023 09:49:29.852,JAI4,0
1050,17/10/2023 09:49:36.960,JAI4,1
1049,17/10/2023 09:49:41.037,JAI4,0
1048,17/10/2023 09:49:57.283,JAI4,1
1047,17/10/2023 09:50:06.422,JAI4,0
1046,17/10/2023 09:50:16.576,JAI4,1
1045,17/10/2023 09:50:51.115,JAI4,0
1044,17/10/2023 09:50:54.161,JAI4,1
1043,17/10/2023 09:51:01.269,JAI4,0
1042,17/10/2023 09:51:08.377,JAI4,1
1041,17/10/2023 09:51:23.608,JAI4,0
1040,17/10/2023 09:52:01.193,JAI4,1
1039,17/10/2023 09:52:20.485,JAI4,0
1038,17/10/2023 09:52:25.562,JAI4,1
1037,17/10/2023 09:52:34.701,JAI4,0
1036,17/10/2023 09:53:54.932,JAI4,1
1035,17/10/2023 09:54:03.056,JAI4,0
1034,17/10/2023 09:54:18.302,JAI4,1
1033,17/10/2023 09:55:01.964,JAI4,0
1032,17/10/2023 09:55:09.072,JAI4,1
1031,17/10/2023 09:55:34.472,JAI4,0
1030,17/10/2023 09:55:49.703,JAI4,1
1029,17/10/2023 09:56:16.103,JAI4,0
1028,17/10/2023 09:56:40.488,JAI4,1
1027,17/10/2023 09:56:46.581,JAI4,0
1026,17/10/2023 09:56:49.627,JAI4,1
1025,17/10/2023 09:56:56.735,JAI4,0
1024,17/10/2023 09:57:04.858,JAI4,1
1023,17/10/2023 09:57:11.966,JAI4,0
1022,17/10/2023 09:57:19.073,JAI4,1
1021,17/10/2023 09:57:34.320,JAI4,0
1020,17/10/2023 09:57:44.474,JAI4,1
1019,17/10/2023 09:57:59.705,JAI4,0
1018,17/10/2023 09:58:18.997,JAI4,1
1017,17/10/2023 09:58:25.090,JAI4,0
1016,17/10/2023 09:58:51.506,JAI4,1
1015,17/10/2023 09:59:21.967,JAI4,0
1014,17/10/2023 09:59:40.260,JAI4,1
1013,17/10/2023 10:00:05.645,JAI4,0
1012,17/10/2023 10:00:09.706,JAI4,1
1011,17/10/2023 10:00:13.768,JAI4,0
1010,17/10/2023 10:00:26.968,JAI4,1
1009,17/10/2023 10:01:18.769,JAI4,0
1008,17/10/2023 10:01:23.846,JAI4,1
1007,17/10/2023 10:02:32.908,JAI4,0
1006,17/10/2023 10:02:36.970,JAI4,1
1005,17/10/2023 10:02:44.077,JAI4,0
1004,17/10/2023 10:02:54.247,JAI4,1
1003,17/10/2023 10:03:07.447,JAI4,0
1002,17/10/2023 10:03:24.709,JAI4,1
1001,17/10/2023 10:03:34.863,JAI4,0
1000,17/10/2023 10:03:38.924,JAI4,1
999,17/10/2023 10:03:54.155,JAI4,0
998,17/10/2023 10:04:05.340,JAI4,1
997,17/10/2023 10:04:23.617,JAI4,0
996,17/10/2023 10:04:58.141,JAI4,1
995,17/10/2023 10:05:18.464,JAI4,0
994,17/10/2023 10:05:22.526,JAI4,1
993,17/10/2023 10:05:29.634,JAI4,0
992,17/10/2023 10:06:01.111,JAI4,1
991,17/10/2023 10:06:11.265,JAI4,0
990,17/10/2023 10:06:29.557,JAI4,1
989,17/10/2023 10:06:37.681,JAI4,0
988,17/10/2023 10:07:29.481,JAI4,1
987,17/10/2023 10:07:51.820,JAI4,0
986,17/10/2023 10:07:59.943,JAI4,1
985,17/10/2023 10:08:38.544,JAI4,0
984,17/10/2023 10:08:43.621,JAI4,1
983,17/10/2023 10:09:32.375,JAI4,0
982,17/10/2023 10:09:59.791,JAI4,1
981,17/10/2023 10:10:11.975,JAI4,0
980,17/10/2023 10:10:30.253,JAI4,1
979,17/10/2023 10:10:42.453,JAI4,0
978,17/10/2023 10:10:49.561,JAI4,1
977,17/10/2023 10:11:03.776,JAI4,0
976,17/10/2023 10:11:06.822,JAI4,1
975,17/10/2023 10:11:48.469,JAI4,0
974,17/10/2023 10:12:06.746,JAI4,1
